"Bridge Constructor: The Walking Dead","","ingame","gpu;slow;status-ingame"
"Bubsy: Paws on Fire!","0100DBE00C554000","ingame","slow;status-ingame"
"Bucket Knight","","ingame","crash;status-ingame"
"COCOON","01002E700C366000","ingame","gpu;status-ingame"
"CONTRA: ROGUE CORPS Demo","0100B8200ECA6000","ingame","gpu;status-ingame"
"Cadence of Hyrule Crypt of the NecroDancer Featuring The Legend of Zelda Demo","","ingame","demo;gpu;nvdec;status-ingame"
"Cake Bash Demo","0100699012F82000","ingame","crash;demo;status-ingame"
"Call of Juarez: Gunslinger","0100B4700BFC6000","ingame","gpu;status-ingame;nvdec"
"Cars 3 Driven to Win","01008D1001512000","ingame","gpu;status-ingame"
"Catherine Full Body for Nintendo Switch (JP)","0100BAE0077E4000","ingame","Needs Update;gpu;status-ingame"
"Caveblazers","01001A100C0E8000","ingame","slow;status-ingame"
"Cendrillon palikA","01006B000A666000","ingame","gpu;status-ingame;nvdec"
"Chasm: The Rift","010034301A556000","ingame","gpu;status-ingame"
"Chickens Madness DEMO","0100CAC011C3A000","ingame","UE4;demo;gpu;nvdec;status-ingame"
"Children of Morta","01002DE00C250000","ingame","gpu;status-ingame;nvdec"
"Chocobo GP","01006A30124CA000","ingame","gpu;status-ingame;crash"
"Chou no Doku Hana no Kusari: Taishou Irokoi Ibun","","ingame","gpu;nvdec;status-ingame"
"Chronos","","ingame","UE4;gpu;nvdec;status-ingame"
"Citizens Unite!: Earth x Space","0100D9C012900000","ingame","gpu;status-ingame"
"Clea","","ingame","crash;status-ingame"
"Clustertruck","010096900A4D2000","ingame","slow;status-ingame"
"Commander Keen in Keen Dreams","0100C4D00D16A000","ingame","gpu;status-ingame"
"Commandos 2 HD Remaster","010065A01158E000","ingame","gpu;status-ingame;nvdec"
"Cosmic Fantasy Collection","0100CCB01B1A0000","ingame","status-ingame"
"Cozy Grove","01003370136EA000","ingame","gpu;status-ingame"
"Crash Team Racing Nitro-Fueled","0100F9F00C696000","ingame","gpu;status-ingame;nvdec;online-broken"
"Crazy Strike Bowling EX","","ingame","UE4;gpu;nvdec;status-ingame"
"Creature in the Well","","ingame","UE4;gpu;status-ingame"
"Cresteaju","","ingame","gpu;status-ingame"
"Cricket 19","010022D00D4F0000","ingame","gpu;status-ingame"
"Cris Tales","0100B0400EBC4000","ingame","crash;status-ingame"
"Cruis'n Blast","0100B41013C82000","ingame","gpu;status-ingame"
"Cupid Parasite","0100F7E00DFC8000","ingame","gpu;status-ingame"
"Cybxus Heart","01006B9013672000","ingame","gpu;slow;status-ingame"
"DARK SOULS™: REMASTERED","01004AB00A260000","ingame","gpu;status-ingame;nvdec;online-broken"
"DESTINY CONNECT","","ingame","UE4;gpu;nvdec;status-ingame"
"DIABOLIK LOVERS CHAOS LINEAGE","010027400BD24000","ingame","gpu;status-ingame;Needs Update"
"DOOM","0100416004C00000","ingame","gpu;slow;status-ingame;nvdec;online-broken"
"DOOM Eternal","0100B1A00D8CE000","ingame","gpu;slow;status-ingame;nvdec;online-broken"
"DYSMANTLE","010008900BC5A000","ingame","gpu;status-ingame"
"Dark Arcana: The Carnival","01003D301357A000","ingame","gpu;slow;status-ingame"
"Darksiders II Deathinitive Edition","010071800BA98000","ingame","gpu;status-ingame;nvdec;online-broken"
"Dead Z Meat","0100A24011F52000","ingame","UE4;services;status-ingame"
"Deedlit in Wonder Labyrinth","0100EF0015A9A000","ingame","deadlock;status-ingame;Needs Update;Incomplete"
"Descenders","","ingame","gpu;status-ingame"
"Destroy All Humans!","01009E701356A000","ingame","gpu;status-ingame;nvdec;UE4"
"Diablo 2 Resurrected","0100726014352000","ingame","gpu;status-ingame;nvdec"
"Dicey Dungeons","0100BBF011394000","ingame","gpu;audio;slow;status-ingame"
"Dig Dog","0100A5A00DBB0000","ingame","gpu;status-ingame"
"Digerati Presents: The Dungeon Crawl Vol. 1","010035D0121EC000","ingame","slow;status-ingame"
"Disgaea 6: Defiance of Destiny","0100ABC013136000","ingame","deadlock;status-ingame"
"Disgaea 6: Defiance of Destiny Demo [ 魔界戦記ディスガイア６ ]","01005EE013888000","ingame","gpu;status-ingame;demo"
"Disjunction","01000B70122A2000","ingame","gpu;status-ingame;vulkan-backend-bug;opengl-backend-bug"
"Disney Epic Mickey: Rebrushed","0100DA201EBF8000","ingame","status-ingame;crash"
"DoDonPachi Resurrection","01005A001489A000","ingame","status-ingame;32-bit;crash"
"Don't Sink","0100C4D00B608000","ingame","gpu;status-ingame"
"Double Dragon Neon","01005B10132B2000","ingame","gpu;audio;status-ingame;32-bit"
"Double Kick Heroes","","ingame","gpu;status-ingame"
"Down to Hell","0100B6600FE06000","ingame","gpu;status-ingame;nvdec"
"Dr Kawashima's Brain Training","0100ED000D390000","ingame","services;status-ingame"
"DragoDino","","ingame","gpu;nvdec;status-ingame"
"Dragon Audit","0100DBC00BD5A000","ingame","crash;status-ingame"
"Dragon Ball Xenoverse 2","010078D000F88000","ingame","gpu;status-ingame;nvdec;online;ldn-untested"
"Dragon Quest Builders","010008900705C000","ingame","gpu;status-ingame;nvdec"
"Dragon Quest Treasures","0100217014266000","ingame","gpu;status-ingame;UE4"
"Drawful 2","0100F7800A434000","ingame","status-ingame"
"Drawngeon: Dungeons of Ink and Paper","0100B7E0102E4000","ingame","gpu;status-ingame"
"DreamBall","","ingame","UE4;crash;gpu;status-ingame"
"Dreaming Canvas","010058B00F3C0000","ingame","UE4;gpu;status-ingame"
"EA SPORTS FC 25","010054E01D878000","ingame","status-ingame;crash"
"EA SPORTS FIFA 23 Nintendo Switch™ Legacy Edition","01001C8016B4E000","ingame","gpu;status-ingame;crash"
"ESP Ra.De. Psi","0100F9600E746000","ingame","audio;slow;status-ingame"
"EVE ghost enemies","01007BE0160D6000","ingame","gpu;status-ingame"
"Edna & Harvey: The Breakout","01004F000B716000","ingame","status-ingame;crash;nvdec"
"Enchanted in the Moonlight","010068300E08E000","ingame","gpu;status-ingame;nvdec"
"Enchanting Mahjong Match","","ingame","gpu;status-ingame"
"Endless Fables: Dark Moor","01004F3011F92000","ingame","gpu;nvdec;status-ingame"
"Endless Ocean Luminous","010067B017588000","ingame","services-horizon;status-ingame;crash"
"Energy Cycle Edge","0100B8700BD14000","ingame","services;status-ingame"
"Esports powerful pro yakyuu 2020","010073000FE18000","ingame","gpu;status-ingame;crash;Needs More Attention"
"Europa (Demo)","010092501EB2C000","ingame","gpu;status-ingame;crash;UE4"
"FEZ","01008D900B984000","ingame","gpu;status-ingame"
"FIFA 18","0100F7B002340000","ingame","gpu;status-ingame;online-broken;ldn-untested"
"FIFA 19","0100FFA0093E8000","ingame","gpu;status-ingame;nvdec;online-broken;ldn-untested"
"FIFA 20 Legacy Edition","01005DE00D05C000","ingame","gpu;status-ingame;nvdec;online-broken;ldn-untested"
"FIFA 21 Legacy Edition","01000A001171A000","ingame","gpu;status-ingame;online-broken"
"FIFA 22 Legacy Edition","0100216014472000","ingame","gpu;status-ingame"
"FINAL FANTASY X/X-2 HD REMASTER","0100BC300CB48000","ingame","gpu;status-ingame"
"FOOTBALL MANAGER 2023 TOUCH","0100EDC01990E000","ingame","gpu;status-ingame"
"FUZE Player","010055801134E000","ingame","status-ingame;online-broken;vulkan-backend-bug"
"Fairy Fencer F™: Advent Dark Force","0100F6D00B8F2000","ingame","status-ingame;32-bit;crash;nvdec"
"Fall Of Light","01005A600BE60000","ingame","slow;status-ingame;nvdec"
"Fantasy Tavern Sextet -Vol.1 New World Days-","01000E2012F6E000","ingame","gpu;status-ingame;crash;Needs Update"
"Fantasy Tavern Sextet -Vol.2 Adventurer's Days-","","ingame","gpu;slow;status-ingame;crash"
"Fast RMX","01009510001CA000","ingame","slow;status-ingame;crash;ldn-partial"
"Fate/EXTELLA","010053E002EA2000","ingame","gpu;status-ingame;nvdec;online-broken;vulkan-backend-bug;opengl-backend-bug"
"Finding Teddy 2 : Definitive Edition","0100FF100FB68000","ingame","gpu;status-ingame"
"Fire Emblem Warriors: Three Hopes","010071F0143EA000","ingame","gpu;status-ingame;nvdec"
"Fitness Boxing","","ingame","services;status-ingame"
"Fitness Boxing 2: Rhythm & Exercise","0100073011382000","ingame","crash;status-ingame"
"Five Nights At Freddy’s Security Breach","01009060193C4000","ingame","gpu;status-ingame;crash;mac-bug"
"Flan","010038200E088000","ingame","status-ingame;crash;regression"
"Flat Heroes","0100C53004C52000","ingame","gpu;status-ingame"
"Flip Wars","010095A004040000","ingame","services;status-ingame;ldn-untested"
"Football Manager 2021 Touch","01007CF013152000","ingame","gpu;status-ingame"
"Foreclosed","0100AE001256E000","ingame","status-ingame;crash;Needs More Attention;nvdec"
"Foregone","","ingame","deadlock;status-ingame"
"Fury Unleashed","","ingame","crash;services;status-ingame"
"Fushigi no Gensokyo Lotus Labyrinth","","ingame","Needs Update;audio;gpu;nvdec;status-ingame"
"GOD EATER 3","01001C700873E000","ingame","gpu;status-ingame;nvdec"
"Game Builder Garage","0100FA5010788000","ingame","status-ingame"
"Game Doraemon Nobita no Shin Kyoryu","01006BD00F8C0000","ingame","gpu;status-ingame"
"Ghostrunner","","ingame","UE4;crash;gpu;nvdec;status-ingame"
"Giraffe and Annika","","ingame","UE4;crash;status-ingame"
"Go Rally","010055A0161F4000","ingame","gpu;status-ingame"
"Going Under","","ingame","deadlock;nvdec;status-ingame"
"Golem Gates","01003C000D84C000","ingame","status-ingame;crash;nvdec;online-broken;UE4"
"Goosebumps Dead of Night","","ingame","gpu;nvdec;status-ingame"
"Gothic Murder: Adventure That Changes Destiny","","ingame","deadlock;status-ingame;crash"
"Grass Cutter","","ingame","slow;status-ingame"
"Gravity Rider Zero","01002C2011828000","ingame","gpu;status-ingame;vulkan-backend-bug"
"Grizzland","010091300FFA0000","ingame","gpu;status-ingame"
"Gunka o haita neko","","ingame","gpu;nvdec;status-ingame"
"Gylt","0100AC601DCA8000","ingame","status-ingame;crash"
"HAAK","0100822012D76000","ingame","gpu;status-ingame"
"Hakoniwa Explorer Plus","","ingame","slow;status-ingame"
"Hamidashi Creative","01006FF014152000","ingame","gpu;status-ingame"
"Happy Animals Mini Golf","010066C018E50000","ingame","gpu;status-ingame"
"Heaven's Vault","0100FD901000C000","ingame","crash;status-ingame"
"Hellblade: Senua's Sacrifice","010044500CF8E000","ingame","gpu;status-ingame;UE4;vulkan-backend-bug;opengl-backend-bug"
"Hello Neighbor: Hide And Seek","","ingame","UE4;gpu;slow;status-ingame"
"Heroki","010057300B0DC000","ingame","gpu;status-ingame"
"Hidden","01004E800F03C000","ingame","slow;status-ingame"
"Higurashi no Naku Koro ni Hō","0100F6A00A684000","ingame","audio;status-ingame"
"Hitman: Blood Money","010083A018262000","ingame","deadlock;status-ingame"
"Hollow","0100F2100061E800","ingame","UE4;gpu;status-ingame"
"Horizon Chase 2","0100001019F6E000","ingame","deadlock;slow;status-ingame;crash;UE4"
"Hotshot Racing","0100BDE008218000","ingame","gpu;status-ingame;nvdec;online-broken;ldn-untested;vulkan-backend-bug"
"Hypnospace Outlaw","0100959010466000","ingame","status-ingame;nvdec"
"Hyrule Warriors: Age of Calamity","01002B00111A2000","ingame","gpu;deadlock;slow;status-ingame;crash;nvdec;amd-vendor-bug"
"Hyrule Warriors: Definitive Edition","0100AE00096EA000","ingame","services-horizon;status-ingame;nvdec"
"Idol Days","01002EC014BCA000","ingame","gpu;status-ingame;crash"
"Invisigun Reloaded","01005F400E644000","ingame","gpu;online;status-ingame"
"Ion Fury","010041C00D086000","ingame","status-ingame;vulkan-backend-bug"
"Iron Wings","01005270118D6000","ingame","slow;status-ingame"
"Jet Lancer","0100F3500C70C000","ingame","gpu;status-ingame"
"Jiffy","01008330134DA000","ingame","gpu;status-ingame;opengl"
"Jim Is Moving Out!","","ingame","deadlock;status-ingame"
"Jinrui no Ninasama he","0100F4D00D8BE000","ingame","status-ingame;crash"
"Just Dance 2019","","ingame","gpu;online;status-ingame"
"Just Dance 2022","0100EA6014BB8000","ingame","gpu;services;status-ingame;crash;Needs Update"
"KINGDOM HEARTS Melody of Memory","","ingame","crash;nvdec;status-ingame"
"Kangokuto Mary Skelter Finale","","ingame","audio;crash;status-ingame"
"Kirby and the Forgotten Land","01004D300C5AE000","ingame","gpu;status-ingame"
"Kirby’s Dream Buffet","0100A8E016236000","ingame","status-ingame;crash;online-broken;Needs Update;ldn-works"
"Kissed by the Baddest Bidder","0100F3A00F4CA000","ingame","gpu;status-ingame;nvdec"
"Koa and the Five Pirates of Mara","0100C57019BA2000","ingame","gpu;status-ingame"
"Koi no Hanasaku Hyakkaen","","ingame","32-bit;gpu;nvdec;status-ingame"
"LA-MULANA","010026000F662800","ingame","gpu;status-ingame"
"LEGO 2K Drive","0100739018020000","ingame","gpu;status-ingame;ldn-works"
"LEGO Harry Potter Collection","010052A00B5D2000","ingame","status-ingame;crash"
"LEGO Star Wars: The Skywalker Saga","010042D00D900000","ingame","gpu;slow;status-ingame"
"LEGO Worlds","","ingame","crash;slow;status-ingame"
"LOOPERS","010062A0178A8000","ingame","gpu;slow;status-ingame;crash"
"Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy DX+","0100FDB00AA80000","ingame","gpu;status-ingame;nvdec;opengl"
"Legend of the Tetrarchs","","ingame","deadlock;status-ingame"
"Letters","0100CE301678E800","ingame","gpu;status-ingame"
"Levelhead","","ingame","online;status-ingame"
"Liberated","0100C8000F146000","ingame","gpu;status-ingame;nvdec"
"Liberated: Enhanced Edition","01003A90133A6000","ingame","gpu;status-ingame;nvdec"
"Life is Strange: True Colors [0100500012AB4000]","0100500012AB4000","ingame","gpu;status-ingame;UE4"
"Life of Boris: Super Slav","","ingame","status-ingame"
"Little Inferno","","ingame","32-bit;gpu;nvdec;status-ingame"
"Lofi Ping Pong","","ingame","crash;status-ingame"
"Lone Ruin","0100B6D016EE6000","ingame","status-ingame;crash;nvdec"
"Lost Phone Stories","","ingame","services;status-ingame"
"Lost Ruins","01008AD013A86800","ingame","gpu;status-ingame"
"Lost in Random","01005FE01291A000","ingame","gpu;status-ingame"
"Love Letter from Thief X","0100D36011AD4000","ingame","gpu;status-ingame;nvdec"
"Luigi's Mansion 2 HD","010048701995E000","ingame","status-ingame;ldn-broken;amd-vendor-bug"
"Luigi's Mansion 3","0100DCA0064A6000","ingame","gpu;slow;status-ingame;Needs Update;ldn-works"
"MARIO & SONIC AT THE OLYMPIC GAMES TOKYO ﻿2020","010002C00C270000","ingame","status-ingame;crash;online-broken;ldn-works"
"MEANDERS","0100EEF00CBC0000","ingame","UE4;gpu;status-ingame"
"MLB® The Show™ 22","0100876015D74000","ingame","gpu;slow;status-ingame"
"MLB® The Show™ 23","0100913019170000","ingame","gpu;status-ingame"
"MO:Astray","","ingame","crash;status-ingame"
"MXGP3","","ingame","UE4;gpu;nvdec;status-ingame"
"MY HERO ONE'S JUSTICE 2","","ingame","UE4;gpu;nvdec;status-ingame"
"Marco & The Galaxy Dragon Demo","0100DA7017C9E000","ingame","gpu;status-ingame;demo"
"Mario + Rabbids® Sparks of Hope","0100317013770000","ingame","gpu;status-ingame;Needs Update"
"Mario Golf: Super Rush","0100C9C00E25C000","ingame","gpu;status-ingame"
"Mario Party Superstars","01006FE013472000","ingame","gpu;status-ingame;ldn-works;mac-bug"
"Mario Tennis Aces","0100BDE00862A000","ingame","gpu;status-ingame;nvdec;ldn-works;LAN"
"Mary Skelter 2","01003DE00C95E000","ingame","status-ingame;crash;regression"
"Master Detective Archives: Rain Code","01004800197F0000","ingame","gpu;status-ingame"
"Mega Man Legacy Collection Vol.1","01002D4007AE0000","ingame","gpu;status-ingame"
"Meow Motors","","ingame","UE4;gpu;status-ingame"
"Metamorphosis","010055200E87E000","ingame","UE4;audout;gpu;nvdec;status-ingame"
"Metro 2033 Redux","0100D4900E82C000","ingame","gpu;status-ingame"
"Metro: Last Light Redux","0100F0400E850000","ingame","slow;status-ingame;nvdec;vulkan-backend-bug"
"Metroid Prime Remastered","010012101468C000","ingame","gpu;status-ingame;Needs Update;vulkan-backend-bug;opengl-backend-bug"
"Miitopia","01003DA010E8A000","ingame","gpu;services-horizon;status-ingame"
"Minecraft","0100D71004694000","ingame","status-ingame;crash;ldn-broken"
"Minecraft Legends","01007C6012CC8000","ingame","gpu;status-ingame;crash"
"Momotaro Dentetsu Showa, Heisei, Reiwa mo Teiban!","010093100DA04000","ingame","gpu;status-ingame"
"Monomals","01003030161DC000","ingame","gpu;status-ingame"
"Monster Blast","0100E2D0128E6000","ingame","gpu;status-ingame"
"Monster Hunter Rise","0100B04011742000","ingame","gpu;slow;status-ingame;crash;nvdec;online-broken;Needs Update;ldn-works"
"Monster Hunter Stories 2: Wings of Ruin  ID 0100E2101144600","","ingame","services;status-ingame"
"Monster Sanctuary","","ingame","crash;status-ingame"
"Monster wo taoshite tsuyoi ken ya yoroi wo te ni shinasai. Shinde mo akiramezu ni tsuyoku nari nasai. Yuushatai ga maoh wo taosu sono hi wo shinzite imasu.","01004E10142FE000","ingame","crash;status-ingame"
"Mortal Kombat 1","01006560184E6000","ingame","gpu;status-ingame"
"Mortal Kombat 11","0100F2200C984000","ingame","slow;status-ingame;nvdec;online-broken;ldn-broken"
"Moto GP 24","010040401D564000","ingame","gpu;status-ingame"
"MotoGP 21","01000F5013820000","ingame","gpu;status-ingame;nvdec;online-broken;UE4;ldn-untested"
"MudRunner","01009D200952E000","ingame","gpu;status-ingame;ldn-untested;vulkan-backend-bug;opengl-backend-bug"
"Muddledash","","ingame","services;status-ingame"
"My Little Dog Adventure","","ingame","gpu;status-ingame"
"NASCAR Rivals","0100545016D5E000","ingame","status-ingame;crash;Incomplete"
"NBA 2K18","0100760002048000","ingame","gpu;status-ingame;ldn-untested"
"Need For Speed Hot Pursuit Remastered","","ingame","audio;online;slow;status-ingame"
"Nekopara Vol.4","","ingame","crash;status-ingame"
"Neo : The World Ends with You (DEMO)- 新すばらしきこのせかい (体験版)","01001AB0141A8000","ingame","crash;status-ingame"
"Neon White","0100B9201406A000","ingame","status-ingame;crash"
"Nerdook Bundle Vol. 1","","ingame","gpu;slow;status-ingame"
"Nevaeh","0100C20012A54000","ingame","gpu;nvdec;status-ingame"
"Neverlast","","ingame","slow;status-ingame"
"Nexoria: Dungeon Rogue Heroes","0100B69012EC6000","ingame","gpu;status-ingame"
"NieR:Automata The End of YoRHa Edition","0100B8E016F76000","ingame","slow;status-ingame;crash"
"Nintendo 64","0100C9A00ECE6000","ingame","gpu;status-ingame;vulkan"
"Nintendo Labo","0100C4B0034B2000","ingame","gpu;status-ingame"
"Nintendo Labo Toy-Con 02: Robot Kit","01009AB0034E0000","ingame","gpu;status-ingame"
"Nintendo Switch Sports Online Play Test","01000EE017182000","ingame","gpu;status-ingame"
"No Man’s Sky","0100853015E86000","ingame","gpu;status-ingame"
"No More Heroes 3","01007C600EB42000","ingame","gpu;status-ingame;UE4"
"OTTTD","","ingame","slow;status-ingame"
"Observer","01002A000C478000","ingame","UE4;gpu;nvdec;status-ingame"
"Octopath Traveler","","ingame","UE4;crash;gpu;status-ingame"
"Octopath Traveler II","0100A3501946E000","ingame","gpu;status-ingame;amd-vendor-bug"
"Oddworld: Munch's Oddysee","0100BB500EE3C000","ingame","gpu;nvdec;status-ingame"
"Odium to the Core","","ingame","gpu;status-ingame"
"Oh...Sir! The Hollywood Roast","","ingame","status-ingame"
"Omensight: Definitive Edition","","ingame","UE4;crash;nvdec;status-ingame"
"Operación Triunfo 2017","0100D5400BD90000","ingame","services;status-ingame;nvdec"
"Orn: The Tiny Forest Sprite","","ingame","UE4;gpu;status-ingame"
"Our two Bedroom Story","010097F010FE6000","ingame","gpu;status-ingame;nvdec"
"Outbuddies DX","0100B8900EFA6000","ingame","gpu;status-ingame"
"Outlast 2","0100DE70085E8000","ingame","status-ingame;crash;nvdec"
"PAC-MAN 99","0100AD9012510000","ingame","gpu;status-ingame;online-broken"
"PAW Patrol: Grand Prix","0100360016800000","ingame","gpu;status-ingame"
"PGA TOUR 2K21","010053401147C000","ingame","deadlock;status-ingame;nvdec"
"PLANET ALPHA","","ingame","UE4;gpu;status-ingame"
"Paper Mario: The Thousand-Year Door","0100ECD018EBE000","ingame","gpu;status-ingame;intel-vendor-bug"
"Part Time UFO","01006B5012B32000","ingame","status-ingame;crash"
"Persona 5 Royal","01005CA01580E000","ingame","gpu;status-ingame"
"Pig Eat Ball","01000FD00D5CC000","ingame","services;status-ingame"
"Pikmin 1","0100AA80194B0000","ingame","audio;status-ingame"
"Pikmin 2","0100D680194B2000","ingame","gpu;status-ingame"
"Pikmin 3 Deluxe","0100F4C009322000","ingame","gpu;status-ingame;32-bit;nvdec;Needs Update"
"Pikmin 3 Deluxe Demo","01001CB0106F8000","ingame","32-bit;crash;demo;gpu;status-ingame"
"Pikmin 4","0100B7C00933A000","ingame","gpu;status-ingame;crash;UE4"
"Pikmin 4 Demo","0100E0B019974000","ingame","gpu;status-ingame;nvdec;UE4;demo;amd-vendor-bug"
"Pine","","ingame","slow;status-ingame"
"PixelJunk Eden 2","","ingame","crash;status-ingame"
"Pizza Tower","05000FD261232000","ingame","status-ingame;crash"
"Pokémon Brilliant Diamond","0100000011D90000","ingame","gpu;status-ingame;ldn-works"
"Pokémon Legends: Arceus","01001F5010DFA000","ingame","gpu;status-ingame;Needs Update;ldn-works"
"Pokémon Scarlet","0100A3D008C5C000","ingame","gpu;status-ingame;nvdec;ldn-works;amd-vendor-bug"
"Pokémon Shield","01008DB008C2C000","ingame","deadlock;status-ingame;crash;online-broken;ldn-works;LAN"
"Pokémon Sword","0100ABF008968000","ingame","deadlock;status-ingame;crash;online-broken;ldn-works;LAN"
"Pokémon Violet","01008F6008C5E000","ingame","gpu;status-ingame;nvdec;ldn-works;amd-vendor-bug;mac-bug"
"Pokémon: Let's Go, Eevee!","0100187003A36000","ingame","status-ingame;crash;nvdec;online-broken;ldn-broken"
"Pokémon: Let's Go, Pikachu!","010003F003A34000","ingame","status-ingame;crash;nvdec;online-broken;ldn-broken"
"Polygod","010017600B180000","ingame","slow;status-ingame;regression"
"Portal 2","0100ABD01785C000","ingame","gpu;status-ingame"
"PowerSlave Exhumed","01008E100E416000","ingame","gpu;status-ingame"
